# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 07:46:25 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2
Kepler-866 b,Kepler-866,1,1,19h20m29.33s,290.1222112,+43d05m07.47s,43.0854070,646.6670000,16.1090000,-15.3580000
Kepler-867 b,Kepler-867,1,1,19h09m08.46s,287.2852554,+51d14m59.82s,51.2499499,1195.5400000,113.1300000,-113.1300000
Kepler-868 b,Kepler-868,1,1,18h49m27.25s,282.3635315,+46d40m30.86s,46.6752384,1593.1300000,104.0900000,-92.3000000
Kepler-869 b,Kepler-869,1,1,19h17m41.90s,289.4245955,+50d59m38.83s,50.9941198,939.4550000,19.2900000,-18.5430000
Kepler-87 b,Kepler-87,1,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146,1232.9000000,27.0200000,-27.0200000
Kepler-87 c,Kepler-87,1,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146,1232.9000000,27.0200000,-27.0200000
Kepler-870 b,Kepler-870,1,1,19h41m36.61s,295.4025625,+50d28m42.96s,50.4785992,1259.4600000,42.8650000,-42.8650000
Kepler-871 b,Kepler-871,1,1,19h38m06.50s,294.5270634,+43d22m05.27s,43.3681317,1976.0500000,146.0900000,-127.6000000
Kepler-872 b,Kepler-872,1,1,19h41m40.19s,295.4174725,+43d36m20.20s,43.6056117,879.6830000,23.8170000,-22.6140000
Kepler-873 b,Kepler-873,1,1,19h45m36.75s,296.4031319,+51d16m16.60s,51.2712773,1182.2200000,33.8200000,-32.0200000
Kepler-874 b,Kepler-874,1,1,19h39m49.64s,294.9568477,+43d00m51.48s,43.0142991,1082.1600000,25.9300000,-24.7700000
Kepler-875 b,Kepler-875,1,1,19h49m12.30s,297.3012497,+43d08m30.59s,43.1418313,1242.6200000,54.5900000,-50.2500000
Kepler-876 b,Kepler-876,1,1,18h53m54.76s,283.4781717,+43d23m01.40s,43.3837235,820.9130000,21.7810000,-20.7020000
Kepler-877 b,Kepler-877,1,1,19h19m26.18s,289.8591023,+46d31m21.87s,46.5227429,602.1760000,,
Kepler-878 b,Kepler-878,1,1,19h01m11.10s,285.2962562,+46d36m12.42s,46.6034497,791.6250000,37.2280000,-34.0820000
Kepler-879 b,Kepler-879,1,1,19h43m13.57s,295.8065515,+50d54m35.11s,50.9097521,802.6720000,10.9420000,-10.6560000
Kepler-88 d,KOI-142,1,3,19h24m35.54s,291.1481028,+40d40m09.89s,40.6694130,376.8630000,2.0100000,-1.9910000
Kepler-880 b,Kepler-880,1,2,18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839,601.3240000,8.2990000,-8.0790010
Kepler-880 c,Kepler-880,1,2,18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839,601.3240000,8.2990000,-8.0790010
Kepler-881 b,Kepler-881,1,1,19h15m58.21s,288.9925529,+46d40m14.34s,46.6706513,1375.1800000,50.2600000,-50.2600000
Kepler-882 b,Kepler-882,1,1,19h38m36.01s,294.6500256,+43d20m08.20s,43.3356106,504.6050000,4.1500000,-4.0840000
Kepler-883 b,Kepler-883,1,1,19h05m44.09s,286.4337260,+50d18m00.82s,50.3002266,627.4550000,7.0960000,-6.9410000
Kepler-884 b,Kepler-884,1,1,19h30m20.26s,292.5844328,+49d55m23.52s,49.9232012,476.7330000,,
Kepler-885 b,Kepler-885,1,1,19h14m38.78s,288.6615682,+49d44m13.75s,49.7371538,651.3180000,8.8630000,-8.6320000
Kepler-886 b,Kepler-886,1,1,19h05m05.21s,286.2717162,+43d35m42.73s,43.5952037,711.2970000,7.1515000,-7.1515000
Kepler-887 b,Kepler-887,1,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085,886.5880000,12.5150000,-12.1770000
Kepler-887 c,Kepler-887,1,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085,886.5880000,12.5150000,-12.1770000
Kepler-888 b,Kepler-888,1,1,19h42m05.11s,295.5212866,+49d44m19.25s,49.7386804,420.8170000,3.2210000,-3.1720000
Kepler-889 b,Kepler-889,1,1,19h25m52.19s,291.4674540,+50d45m34.41s,50.7595597,598.3130000,7.6750000,-7.4860000
Kepler-890 b,Kepler-890,1,1,19h13m44.57s,288.4357180,+43d45m48.50s,43.7634712,1712.1200000,69.0000000,-63.9400000
Kepler-891 b,Kepler-891,1,1,19h24m20.10s,291.0837644,+40d21m18.81s,40.3552252,2340.5800000,184.7300000,-160.0700000
Kepler-892 b,Kepler-892,1,1,18h52m31.11s,283.1296399,+43d53m17.15s,43.8880983,570.7270000,11.4320000,-10.9990000
Kepler-893 b,Kepler-893,1,1,18h59m51.13s,284.9630591,+43d54m46.90s,43.9130282,1285.5900000,34.9500000,-33.1800000
Kepler-894 b,Kepler-894,1,1,19h14m56.17s,288.7340513,+46d56m21.71s,46.9393630,1162.9100000,37.6550000,-37.6550000
Kepler-895 b,Kepler-895,1,1,19h17m09.77s,289.2906978,+51d24m32.38s,51.4089936,540.1340000,10.5480000,-10.1590000
Kepler-896 b,Kepler-896,1,2,18h49m45.39s,282.4391402,+43d44m03.94s,43.7344291,2334.9300000,179.8750000,-179.8750000
Kepler-896 c,Kepler-896,1,2,18h49m45.39s,282.4391402,+43d44m03.94s,43.7344291,2334.9300000,179.8750000,-179.8750000
Kepler-897 b,Kepler-897,1,1,19h22m20.83s,290.5867992,+51d41m44.78s,51.6957731,1519.2500000,53.8900000,-50.3800000
Kepler-898 b,Kepler-898,1,1,19h06m20.50s,286.5854116,+46d52m15.20s,46.8708877,484.8910000,7.9960000,-7.9960000
Kepler-899 b,Kepler-899,1,1,19h49m55.81s,297.4825612,+40d40m50.67s,40.6807412,1246.4300000,40.9200000,-38.4300000
Kepler-9 b,Kepler-9,1,3,19h02m17.76s,285.5739904,+38d24m02.95s,38.4008192,628.2570000,6.7435000,-6.7435000
Kepler-9 c,Kepler-9,1,3,19h02m17.76s,285.5739904,+38d24m02.95s,38.4008192,628.2570000,6.7435000,-6.7435000
Kepler-9 d,Kepler-9,1,3,19h02m17.76s,285.5739904,+38d24m02.95s,38.4008192,628.2570000,6.7435000,-6.7435000
Kepler-90 i,KOI-351,1,8,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.2540000,10.8185000,-10.8185000
Kepler-900 b,Kepler-900,1,1,19h44m42.55s,296.1772720,+46d59m56.27s,46.9989635,487.5250000,5.1530000,-5.0480000
Kepler-901 b,Kepler-901,1,1,19h24m36.67s,291.1528056,+40d53m15.65s,40.8876814,253.8670000,1.5100000,-1.4920000
Kepler-902 b,Kepler-902,1,1,19h18m55.61s,289.7317067,+46d57m13.95s,46.9538750,1165.3400000,48.6400000,-44.9700000
Kepler-903 b,Kepler-903,1,2,19h15m05.04s,288.7710137,+40d39m51.04s,40.6641771,1369.2400000,38.0000000,-36.0400000
Kepler-903 c,Kepler-903,1,2,19h15m05.04s,288.7710137,+40d39m51.04s,40.6641771,1369.2400000,38.0000000,-36.0400000
Kepler-904 b,Kepler-904,1,1,19h15m17.50s,288.8229001,+40d23m20.44s,40.3890100,978.1250000,18.8240000,-18.1390000
Kepler-905 b,Kepler-905,1,1,19h20m12.28s,290.0511468,+46d42m48.27s,46.7134077,529.2680000,4.0285000,-4.0285000
Kepler-906 b,Kepler-906,1,1,19h25m37.33s,291.4055614,+40d07m31.53s,40.1254254,757.7910000,9.7900000,-9.7900000
Kepler-907 b,Kepler-907,1,1,19h01m54.36s,285.4764959,+41d37m57.58s,41.6326615,352.0000000,15.6680000,-14.1290000
Kepler-908 b,Kepler-908,3,1,19h41m17.41s,295.3225434,+39d22m35.26s,39.3764624,290.8430000,1.9200000,-1.8960000
Kepler-909 b,Kepler-909,1,1,19h18m01.53s,289.5063796,+45d22m15.50s,45.3709728,309.5960000,2.1040000,-2.0770000
Kepler-91 b,Kepler-91,1,1,19h02m41.50s,285.6729033,+44d07m00.30s,44.1167513,1294.6900000,40.7350000,-40.7350000
Kepler-910 b,Kepler-910,1,1,19h44m11.35s,296.0472937,+42d44m34.59s,42.7429414,400.2890000,4.9540000,-4.8360000
Kepler-911 b,Kepler-911,1,1,19h54m21.41s,298.5891948,+40d45m02.49s,40.7506921,556.1680000,8.1300000,-7.9030000
Kepler-912 b,Kepler-912,1,1,19h52m26.68s,298.1111779,+41d45m29.97s,41.7583240,2004.7200000,113.6700000,-102.2800000
Kepler-913 b,Kepler-913,1,2,19h50m19.93s,297.5830564,+41d57m08.47s,41.9523531,991.6180000,34.0820000,-31.9260000
Kepler-913 c,Kepler-913,1,2,19h50m19.93s,297.5830564,+41d57m08.47s,41.9523531,991.6180000,34.0820000,-31.9260000
Kepler-914 b,Kepler-914,1,1,19h21m38.90s,290.4120774,+44d53m57.56s,44.8993227,753.7230000,8.9660000,-8.9660000
Kepler-915 b,Kepler-915,1,1,19h22m22.11s,290.5921293,+45d44m13.99s,45.7372184,849.0360000,9.9200000,-9.6980000
Kepler-916 b,Kepler-916,1,1,19h23m56.01s,290.9833818,+45d58m24.00s,45.9733334,830.7120000,16.6030000,-15.9750000
Kepler-917 b,Kepler-917,1,1,19h56m12.30s,299.0512562,+47d56m57.36s,47.9492677,3460.5100000,1507.5700000,-865.6000000
Kepler-918 b,Kepler-918,1,1,19h52m48.17s,298.2007268,+48d16m04.05s,48.2677925,1025.0300000,32.4100000,-30.5230000
Kepler-919 b,Kepler-919,1,1,19h52m27.55s,298.1147862,+48d29m39.78s,48.4943834,1119.8700000,38.4300000,-36.0000000
Kepler-92 b,Kepler-92,1,3,19h16m20.65s,289.0860607,+41d33m46.88s,41.5630224,477.9920000,5.4300000,-5.3120000
Kepler-92 c,Kepler-92,1,3,19h16m20.65s,289.0860607,+41d33m46.88s,41.5630224,477.9920000,5.4300000,-5.3120000
Kepler-92 d,Kepler-92,1,3,19h16m20.65s,289.0860607,+41d33m46.88s,41.5630224,477.9920000,5.4300000,-5.3120000
Kepler-920 b,Kepler-920,1,2,18h57m11.26s,284.2969363,+49d09m30.95s,49.1585983,1001.6800000,26.3200000,-25.0370000
Kepler-920 c,Kepler-920,1,2,18h57m11.26s,284.2969363,+49d09m30.95s,49.1585983,1001.6800000,26.3200000,-25.0370000
Kepler-921 b,Kepler-921,1,1,18h58m27.89s,284.6162253,+49d11m26.68s,49.1907438,934.4900000,17.7865000,-17.7865000
Kepler-922 b,Kepler-922,1,1,18h58m55.59s,284.7316084,+49d31m59.34s,49.5331490,536.3230000,3.8575000,-3.8575000
Kepler-923 b,Kepler-923,1,1,19h36m41.06s,294.1710831,+40d03m18.49s,40.0551372,1000.2800000,20.3000000,-19.5290000
Kepler-924 b,Kepler-924,1,1,19h22m40.44s,290.6685136,+40d23m51.75s,40.3977086,1053.0400000,22.0900000,-21.2100000
Kepler-925 b,Kepler-925,1,1,19h20m25.57s,290.1065581,+40d29m26.25s,40.4906242,611.1150000,15.2050000,-15.2050000
Kepler-926 b,Kepler-926,1,1,19h18m43.04s,289.6793396,+40d42m01.54s,40.7004265,921.3610000,30.2450000,-28.4130000
Kepler-927 b,Kepler-927,1,1,19h17m32.04s,289.3834807,+41d23m33.59s,41.3926651,831.6850000,12.9690000,-12.5840000
Kepler-928 b,Kepler-928,1,1,19h19m40.96s,289.9206760,+41d32m33.99s,41.5427758,508.8090000,7.1630000,-6.9700000
Kepler-929 b,Kepler-929,1,1,19h53m55.46s,298.4811022,+41d36m54.94s,41.6152603,1311.2300000,35.4000000,-33.6200000
Kepler-93 b,Kepler-93,1,2,19h25m40.35s,291.4181275,+38d40m20.32s,38.6723124,95.9115000,0.2217000,-0.2206000
Kepler-93 c,Kepler-93,1,2,19h25m40.35s,291.4181275,+38d40m20.32s,38.6723124,95.9115000,0.2217000,-0.2206000
Kepler-930 b,Kepler-930,1,1,19h53m15.47s,298.3144494,+42d14m50.53s,42.2473698,848.3960000,11.6680000,-11.6680000
Kepler-931 b,Kepler-931,1,1,19h48m31.85s,297.1326937,+42d46m05.84s,42.7682885,490.0000000,53.4140000,-35.2070000
Kepler-932 b,Kepler-932,1,1,19h47m48.50s,296.9520797,+43d16m19.28s,43.2720233,465.6120000,4.2030000,-4.1290000
Kepler-933 b,Kepler-933,1,1,19h18m16.45s,289.5685257,+43d32m18.76s,43.5385438,1017.2000000,29.3700000,-27.7870000
Kepler-934 b,Kepler-934,1,1,19h21m09.23s,290.2884494,+43d45m18.94s,43.7552623,608.7380000,8.9950000,-8.7410000
Kepler-935 b,Kepler-935,1,1,19h40m05.21s,295.0217193,+46d37m09.12s,46.6192011,471.7820000,4.0850000,-4.0850000
Kepler-936 b,Kepler-936,1,1,19h34m18.67s,293.5777958,+46d44m10.66s,46.7362953,823.3990000,,
Kepler-937 b,Kepler-937,1,2,19h36m40.52s,294.1688142,+46d42m52.62s,46.7146161,1571.4600000,61.0550000,-61.0550000
Kepler-937 c,Kepler-937,1,2,19h36m40.52s,294.1688142,+46d42m52.62s,46.7146161,1571.4600000,61.0550000,-61.0550000
Kepler-938 b,Kepler-938,1,1,19h39m09.37s,294.7890593,+46d59m02.17s,46.9839352,1182.0500000,,
Kepler-939 b,Kepler-939,1,1,19h35m27.75s,293.8656181,+47d01m36.53s,47.0268148,2093.6200000,147.3700000,-147.3700000
Kepler-94 b,Kepler-94,1,2,18h44m46.74s,281.1947316,+47d29m50.14s,47.4972606,191.9040000,0.8210000,-0.8140000
Kepler-94 c,Kepler-94,1,2,18h44m46.74s,281.1947316,+47d29m50.14s,47.4972606,191.9040000,0.8210000,-0.8140000
Kepler-940 b,Kepler-940,1,1,19h36m57.91s,294.2413053,+47d16m33.47s,47.2759642,1260.7800000,59.0100000,-59.0100000
Kepler-941 b,Kepler-941,1,1,19h37m18.30s,294.3262617,+47d13m03.17s,47.2175461,1088.3600000,38.3450000,-38.3450000
Kepler-942 b,Kepler-942,1,1,19h39m49.22s,294.9550809,+44d08m59.83s,44.1499518,216.3540000,0.6530000,-0.6490000
Kepler-943 b,Kepler-943,1,1,18h57m05.74s,284.2739322,+41d32m05.93s,41.5349809,2300.5300000,170.0900000,-148.6900000
Kepler-944 b,Kepler-944,1,1,19h34m24.31s,293.6012911,+42d22m47.25s,42.3797910,1349.4300000,56.1250000,-56.1250000
Kepler-945 b,Kepler-945,1,1,19h25m04.74s,291.2697354,+42d05m45.71s,42.0960305,1651.2500000,103.1100000,-91.8700000
Kepler-946 b,Kepler-946,1,1,20h03m43.09s,300.9295551,+44d01m43.22s,44.0286710,1137.2900000,29.8300000,-28.3700000
Kepler-947 b,Kepler-947,1,1,19h37m28.02s,294.3667312,+42d15m09.51s,42.2526408,1730.7800000,99.2600000,-89.2200000
Kepler-948 b,Kepler-948,1,1,19h33m12.07s,293.3002774,+41d31m23.97s,41.5233244,868.0170000,15.0325000,-15.0325000
Kepler-949 b,Kepler-949,1,2,19h54m25.90s,298.6079128,+46d27m13.18s,46.4536600,486.1050000,5.3870000,-5.3870000
Kepler-949 c,Kepler-949,1,2,19h54m25.90s,298.6079128,+46d27m13.18s,46.4536600,486.1050000,5.3870000,-5.3870000
Kepler-95 b,Kepler-95,1,1,18h57m55.78s,284.4824281,+44d23m52.41s,44.3978910,445.6560000,5.7830000,-5.6400000
Kepler-950 b,Kepler-950,1,1,19h11m49.58s,287.9565768,+41d07m49.02s,41.1302834,2161.6000000,199.4900000,-169.1900000
Kepler-951 b,Kepler-951,2,1,19h10m57.02s,287.7375794,+38d06m52.74s,38.1146488,382.5090000,3.4670000,-3.4060000
Kepler-952 b,Kepler-952,1,1,19h01m29.25s,285.3718781,+41d59m37.93s,41.9938697,1304.2500000,42.8200000,-40.2300000
Kepler-953 b,Kepler-953,1,2,19h15m53.19s,288.9716297,+44d37m28.72s,44.6246451,258.8930000,,
Kepler-953 c,Kepler-953,1,2,19h15m53.19s,288.9716297,+44d37m28.72s,44.6246451,258.8930000,,
Kepler-954 b,Kepler-954,1,1,19h43m26.26s,295.8594318,+47d56m22.56s,47.9396001,215.8140000,1.1480000,-1.1350000
Kepler-955 b,Kepler-955,1,1,19h13m53.16s,288.4714969,+40d16m11.34s,40.2698157,550.3830000,6.7950000,-6.6350000
Kepler-956 b,Kepler-956,1,1,19h30m07.40s,292.5308289,+49d03m41.96s,49.0616555,544.9390000,4.2920000,-4.2260000
Kepler-957 b,Kepler-957,1,1,19h20m37.53s,290.1563633,+48d49m08.30s,48.8189710,824.6880000,20.2220000,-20.2220000
Kepler-958 b,Kepler-958,1,1,19h09m01.60s,287.2566578,+46d04m00.21s,46.0667247,449.7730000,2.8855000,-2.8855000
Kepler-959 b,Kepler-959,1,1,19h28m41.08s,292.1711850,+40d48m40.99s,40.8113849,807.7290000,14.0990000,-13.6310000
Kepler-96 b,Kepler-96,1,1,19h48m16.76s,297.0698263,+40d31m30.73s,40.5252039,122.8810000,0.4040000,-0.4010000
Kepler-960 b,Kepler-960,1,1,18h45m49.73s,281.4572217,+46d44m47.59s,46.7465538,284.9160000,1.6000000,-1.6000000
Kepler-961 b,Kepler-961,1,1,18h48m08.52s,282.0354942,+43d37m52.50s,43.6312491,574.3140000,5.8160000,-5.7020000
Kepler-962 b,Kepler-962,1,1,19h41m15.17s,295.3131906,+46d14m15.01s,46.2375024,411.4860000,2.3000000,-2.3000000
Kepler-963 b,Kepler-963,1,1,19h47m00.71s,296.7529742,+45d02m27.98s,45.0411049,771.4940000,12.8010000,-12.3970000
Kepler-964 b,Kepler-964,1,1,19h41m12.02s,295.3000650,+40d33m23.69s,40.5565792,454.6260000,4.5565000,-4.5565000
Kepler-965 b,Kepler-965,1,1,19h54m03.68s,298.5153169,+41d53m28.43s,41.8912305,582.8280000,6.2790000,-6.1480000
Kepler-966 b,Kepler-966,1,1,19h49m04.94s,297.2705760,+50d07m18.61s,50.1218365,1027.8000000,21.0100000,-20.1900000
Kepler-967 b,Kepler-967,1,2,19h06m13.92s,286.5580128,+38d24m18.87s,38.4052418,568.5460000,,
Kepler-967 c,Kepler-967,1,2,19h06m13.92s,286.5580128,+38d24m18.87s,38.4052418,568.5460000,,
Kepler-968 b,Kepler-968,1,3,19h02m24.62s,285.6025889,+50d06m43.34s,50.1120401,290.3240000,1.4480000,-1.4350000
Kepler-968 c,Kepler-968,1,3,19h02m24.62s,285.6025889,+50d06m43.34s,50.1120401,290.3240000,1.4480000,-1.4350000
Kepler-969 b,Kepler-969,1,2,19h13m29.40s,288.3724989,+47d56m00.83s,47.9335642,390.3540000,2.5720000,-2.5720000
Kepler-969 c,Kepler-969,1,2,19h13m29.40s,288.3724989,+47d56m00.83s,47.9335642,390.3540000,2.5720000,-2.5720000
Kepler-97 b,Kepler-97,1,2,19h09m18.37s,287.3265292,+48d40m24.04s,48.6733443,400.9070000,3.5520000,-3.4910000
Kepler-97 c,Kepler-97,1,2,19h09m18.37s,287.3265292,+48d40m24.04s,48.6733443,400.9070000,3.5520000,-3.4910000
Kepler-970 b,Kepler-970,2,1,19h18m30.05s,289.6252192,+40d42m31.45s,40.7087351,331.5450000,2.4355000,-2.4355000
Kepler-971 b,Kepler-971,1,1,18h56m22.70s,284.0945699,+41d10m58.13s,41.1828131,338.5220000,6.7640000,-6.5090000
Kepler-972 b,Kepler-972,1,1,19h43m18.88s,295.8286790,+43d25m31.57s,43.4254371,1198.0300000,37.3000000,-35.1500000
Kepler-973 b,Kepler-973,1,1,19h20m39.68s,290.1653203,+49d55m25.73s,49.9238126,328.5200000,4.7200000,-4.5910000
Kepler-974 b,Kepler-974,1,1,19h00m03.15s,285.0131082,+40d13m15.44s,40.2209547,134.3110000,0.4470000,-0.4440000
Kepler-975 b,Kepler-975,1,2,19h22m11.64s,290.5485100,+38d29m42.87s,38.4952415,426.0880000,3.5640000,-3.5640000
Kepler-975 c,Kepler-975,1,2,19h22m11.64s,290.5485100,+38d29m42.87s,38.4952415,426.0880000,3.5640000,-3.5640000
Kepler-976 b,Kepler-976,1,1,19h19m28.71s,289.8696232,+46d43m46.87s,46.7296855,1012.4100000,34.5700000,-32.3990000
Kepler-977 b,Kepler-977,1,1,19h26m03.89s,291.5161959,+42d14m53.06s,42.2480736,568.7510000,6.4120000,-6.4120000
Kepler-978 b,Kepler-978,1,1,19h06m50.57s,286.7107166,+43d02m36.09s,43.0433585,682.5220000,,
Kepler-979 b,Kepler-979,1,1,20h01m29.09s,300.3712023,+46d24m29.47s,46.4081872,576.5030000,7.0565000,-7.0565000
Kepler-98 b,Kepler-98,1,1,19h02m38.81s,285.6616933,+37d57m52.44s,37.9645672,350.3150000,2.9780000,-2.9290000
Kepler-980 b,Kepler-980,1,1,19h38m27.12s,294.6129869,+45d03m36.63s,45.0601740,961.4680000,16.6710000,-16.6710000
Kepler-981 b,Kepler-981,1,1,19h16m59.74s,289.2489051,+47d39m00.41s,47.6501141,878.0820000,14.1885000,-14.1885000
Kepler-982 b,Kepler-982,1,1,19h13m40.24s,288.4176803,+46d35m25.63s,46.5904531,801.4790000,15.3320000,-14.7780000
Kepler-983 b,Kepler-983,1,1,19h00m25.01s,285.1042243,+45d00m29.07s,45.0080745,714.4370000,,
Kepler-984 b,Kepler-984,1,1,19h47m50.13s,296.9588566,+46d23m38.64s,46.3940661,460.1880000,3.2200000,-3.1760000
Kepler-985 b,Kepler-985,1,1,19h20m34.64s,290.1443390,+44d02m59.57s,44.0498808,679.3610000,9.3440000,-9.0970000
Kepler-986 b,Kepler-986,1,1,19h32m22.57s,293.0940391,+42d53m47.20s,42.8964457,548.3640000,5.8855000,-5.8855000
Kepler-987 b,Kepler-987,1,1,19h17m38.65s,289.4110582,+46d07m51.04s,46.1308443,914.1260000,17.0010000,-16.4010000
Kepler-988 b,Kepler-988,1,1,19h22m49.98s,290.7082585,+42d14m14.01s,42.2372245,304.8890000,2.6495000,-2.6495000
Kepler-989 b,Kepler-989,1,1,18h46m19.87s,281.5827983,+47d14m00.48s,47.2334674,491.9780000,4.7200000,-4.6320000
Kepler-99 b,Kepler-99,2,1,19h49m24.96s,297.3539994,+41d18m00.16s,41.3000452,208.3690000,1.0420000,-1.0310000
Kepler-990 b,Kepler-990,1,2,19h51m45.16s,297.9381813,+46d52m52.75s,46.8813194,802.1630000,12.3040000,-12.3040000
Kepler-990 c,Kepler-990,1,2,19h51m45.16s,297.9381813,+46d52m52.75s,46.8813194,802.1630000,12.3040000,-12.3040000
Kepler-991 b,Kepler-991,1,1,19h48m21.73s,297.0905543,+49d37m35.35s,49.6264867,389.5610000,3.8510000,-3.7770000
Kepler-992 b,Kepler-992,1,1,18h57m43.30s,284.4304085,+47d38m29.98s,47.6416613,259.6390000,1.0960000,-1.0870000
Kepler-993 b,Kepler-993,1,1,19h30m27.39s,292.6141076,+44d23m40.79s,44.3946644,324.4230000,4.4905000,-4.4905000
Kepler-994 b,Kepler-994,1,1,19h16m17.30s,289.0720752,+47d24m24.90s,47.4069180,188.1580000,0.7305000,-0.7305000
Kepler-995 b,Kepler-995,1,1,18h58m27.77s,284.6157154,+39d07m51.59s,39.1309980,609.6380000,9.1200000,-8.8590000
Kepler-996 b,Kepler-996,1,1,19h27m39.06s,291.9127633,+41d32m00.92s,41.5335891,1216.5800000,28.0800000,-28.0800000
Kepler-997 b,Kepler-997,1,1,19h16m56.01s,289.2333767,+49d56m20.02s,49.9388952,467.5680000,5.7070000,-5.5740000
Kepler-998 b,Kepler-998,1,1,19h47m01.00s,296.7541629,+49d12m31.35s,49.2087085,986.3640000,15.6660000,-15.1970000
Kepler-999 b,Kepler-999,1,1,19h58m38.52s,299.6604865,+46d11m54.48s,46.1984679,545.0630000,8.1970000,-7.9620000
L 168-9 b,L 168-9,1,1,23h20m06.86s,350.0285917,-60d03m56.63s,-60.0657292,25.1496000,0.0239000,-0.0239000
L 363-38 b,L 363-38,1,1,00h43m25.33s,10.8555443,-41d17m43.05s,-41.2952926,10.2295000,0.0086000,-0.0086000
L 98-59 b,L 98-59,1,4,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194000,0.0032000,-0.0032000
L 98-59 c,L 98-59,1,4,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194000,0.0032000,-0.0032000
L 98-59 d,L 98-59,1,4,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194000,0.0032000,-0.0032000
L 98-59 e,L 98-59,1,4,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194000,0.0032000,-0.0032000
LHS 1140 b,LHS 1140,1,2,00h44m59.67s,11.2486320,-15d16m26.79s,-15.2741085,14.9861000,0.0153000,-0.0152000
LHS 1140 c,LHS 1140,1,2,00h44m59.67s,11.2486320,-15d16m26.79s,-15.2741085,14.9861000,0.0153000,-0.0152000
LHS 1478 b,LHS 1478,1,1,02h57m21.33s,44.3388743,+76d33m05.06s,76.5514045,18.2276000,0.0110000,-0.0110000
LHS 1678 b,LHS 1678,2,3,04h32m42.96s,68.1789866,-39d47m27.15s,-39.7908744,19.8782000,0.0094000,-0.0094000
LHS 1678 c,LHS 1678,2,3,04h32m42.96s,68.1789866,-39d47m27.15s,-39.7908744,19.8782000,0.0094000,-0.0094000
LHS 1678 d,LHS 1678,2,3,04h32m42.96s,68.1789866,-39d47m27.15s,-39.7908744,19.8782000,0.0094000,-0.0094000
LHS 1815 b,LHS 1815,1,1,06h04m21.60s,91.0899861,-55d18m41.54s,-55.3115376,29.8424000,0.0239000,-0.0239000
LHS 3154 b,LHS 3154,1,1,16h06m32.82s,241.6367309,+40d54m24.56s,40.9068221,15.7606000,0.0180000,-0.0180000
LHS 3844 b,LHS 3844,1,1,22h41m59.09s,340.4962038,-69d10m19.59s,-69.1721081,14.8846000,0.0113000,-0.0113000
LHS 475 b,LHS 475,1,1,19h20m57.11s,290.2379403,-82d33m35.24s,-82.5597883,12.4814000,0.0065000,-0.0065000
LP 714-47 b,LP 714-47,1,1,04h16m45.65s,64.1902212,-12d05m05.51s,-12.0848643,52.6160000,0.1152500,-0.1152500
LP 791-18 b,LP 791-18,1,3,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.4927000,0.0640000,-0.0638000
LP 791-18 c,LP 791-18,1,3,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.4927000,0.0640000,-0.0638000
LP 791-18 d,LP 791-18,1,3,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.4927000,0.0640000,-0.0638000
LP 890-9 b,LP 890-9,1,2,04h16m31.42s,64.1309096,-28d18m56.85s,-28.3157909,32.4298000,0.0702000,-0.0699000
LP 890-9 c,LP 890-9,1,2,04h16m31.42s,64.1309096,-28d18m56.85s,-28.3157909,32.4298000,0.0702000,-0.0699000
LSPM J2116+0234 b,LSPM J2116+0234,1,1,21h16m27.54s,319.1147513,+02d34m50.78s,2.5807711,17.6297000,0.0186500,-0.0186500
LTT 1445 A b,LTT 1445 A,3,2,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.8692900,0.0038050,-0.0038050
LTT 1445 A c,LTT 1445 A,3,2,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.8692900,0.0038050,-0.0038050
LTT 3780 b,LTT 3780,2,2,10h18m34.78s,154.6449033,-11d43m04.08s,-11.7178010,21.9814000,0.0403000,-0.0402000
