
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,st_lum,st_lumerr1,st_lumerr2,st_lumlim,ra,dec,sy_dist,sy_disterr1,sy_disterr2
GJ 1148 c,GJ 1148,1,2,-1.869,0.097,-0.126,0,175.4326081,42.7515862,11.0143000,0.0064000,-0.0065000
GJ 1151 c,GJ 1151,1,1,-2.480,0.002,-0.002,0,177.7304866,48.3732334,8.0362500,0.0077200,-0.0077100
GJ 1214 b,GJ 1214,1,1,-2.409,0.023,-0.023,0,258.8313991,4.9606795,14.6427000,0.0372000,-0.0372000
GJ 1252 b,GJ 1252,1,1,-1.708,0.054,-0.054,0,306.9286462,-56.4622865,20.3730000,0.0192000,-0.0192000
GJ 1265 b,GJ 1265,1,1,-2.439,0.006,-0.006,0,333.4324675,-17.6870623,10.2525000,0.0075000,-0.0076000
GJ 143 b,GJ 143,1,2,-0.686,0.000,0.000,0,51.7501882,-63.5001660,16.3200000,0.0071000,-0.0071000
GJ 15 A b,GJ 15 A,2,2,-1.655,0.112,-0.112,0,4.6126677,44.0247296,3.5622800,0.0005500,-0.0005500
GJ 15 A c,GJ 15 A,2,2,-1.655,0.112,-0.112,0,4.6126677,44.0247296,3.5622800,0.0005500,-0.0005500
GJ 160.2 b,GJ 160.2,1,1,-0.796,,,0,61.6454173,-20.8564724,25.8557000,0.0393000,-0.0391000
GJ 163 b,GJ 163,1,3,-1.708,0.022,-0.023,0,62.3228353,-53.3711768,15.1285000,0.0072000,-0.0072000
GJ 163 c,GJ 163,1,3,-1.708,0.022,-0.023,0,62.3228353,-53.3711768,15.1285000,0.0072000,-0.0072000
GJ 163 d,GJ 163,1,3,-1.708,0.022,-0.023,0,62.3228353,-53.3711768,15.1285000,0.0072000,-0.0072000
GJ 179 b,GJ 179,1,1,-1.796,0.051,-0.058,0,73.0245495,6.4752347,12.3560000,0.0093000,-0.0093000
GJ 180 b,GJ 180,1,3,-1.886,,,0,73.4600970,-17.7761940,11.9407000,0.0045000,-0.0045000
GJ 180 c,GJ 180,1,3,-1.886,,,0,73.4600970,-17.7761940,11.9407000,0.0045000,-0.0045000
GJ 180 d,GJ 180,1,3,-1.609,0.093,-0.118,0,73.4600970,-17.7761940,11.9407000,0.0045000,-0.0045000
GJ 2030 b,GJ 2030,1,2,0.612,0.011,-0.007,0,50.8237604,-7.7950429,37.0788000,0.0647000,-0.0644000
GJ 2030 c,GJ 2030,1,2,0.612,0.011,-0.007,0,50.8237604,-7.7950429,37.0788000,0.0647000,-0.0644000
GJ 2056 b,GJ 2056,1,1,-0.905,0.001,-0.001,0,108.0194945,-24.8921008,28.4434000,0.0234000,-0.0233000
GJ 229 A c,GJ 229,2,2,-1.222,0.398,-0.301,0,92.6435993,-21.8677233,5.7562400,0.0015250,-0.0015250
GJ 229 b,GJ 229,2,2,-1.553,,,0,92.6435993,-21.8677233,5.7562400,0.0015250,-0.0015250
GJ 238 b,GJ 238,1,1,-1.616,0.054,-0.053,0,98.4548810,-58.5250316,15.2142000,0.0071000,-0.0072000
GJ 251 b,GJ 251,1,1,-1.772,0.008,-0.008,0,103.7002499,33.2664632,5.5805700,0.0019800,-0.0019800
GJ 27.1 b,GJ 27.1,1,1,-1.585,,,0,9.9980016,-44.2541679,23.6062000,0.0256500,-0.0256500
GJ 273 b,GJ 273,1,2,-2.056,0.243,-0.602,0,111.8520910,5.2258070,5.9215350,0.0206332,-0.0206332
GJ 273 c,GJ 273,1,2,-2.056,0.243,-0.602,0,111.8520910,5.2258070,5.9215350,0.0206332,-0.0206332
GJ 3021 b,GJ 3021,2,1,-0.180,,,0,4.0634323,-79.8514218,17.5559000,0.0073000,-0.0073000
GJ 3082 b,GJ 3082,1,1,-1.463,0.091,-0.115,0,18.6432425,-53.9407751,16.6186000,0.0074500,-0.0074500
GJ 3090 b,GJ 3090,1,1,-1.342,0.017,-0.016,0,20.4384281,-46.7147234,22.4751000,0.0260500,-0.0260500
GJ 3138 b,GJ 3138,1,3,-1.347,0.063,-0.073,0,32.2977385,-16.3392495,28.4712000,0.0350500,-0.0350500
GJ 3138 c,GJ 3138,1,3,-1.347,0.063,-0.073,0,32.2977385,-16.3392495,28.4712000,0.0350500,-0.0350500
GJ 3138 d,GJ 3138,1,3,-1.347,0.063,-0.073,0,32.2977385,-16.3392495,28.4712000,0.0350500,-0.0350500
GJ 317 b,GJ 317,1,2,-1.687,0.096,-0.124,0,130.2445254,-23.4528090,15.1968000,0.0130000,-0.0129000
GJ 317 c,GJ 317,1,2,-1.687,0.096,-0.124,0,130.2445254,-23.4528090,15.1968000,0.0130000,-0.0129000
GJ 3222 b,GJ 3222,2,1,-0.252,0.030,-0.032,0,50.8972464,-40.0762325,18.2381700,,
GJ 328 b,GJ 328,1,2,-1.080,0.100,-0.100,0,133.7819507,1.5420011,20.5266000,0.0168500,-0.0168500
GJ 328 c,GJ 328,1,2,-1.080,0.100,-0.100,0,133.7819507,1.5420011,20.5266000,0.0168500,-0.0168500
GJ 3293 b,GJ 3293,1,4,-1.658,0.114,-0.044,0,67.1484425,-25.1713396,20.1903000,0.0216000,-0.0216000
GJ 3293 c,GJ 3293,1,4,-1.658,0.114,-0.044,0,67.1484425,-25.1713396,20.1903000,0.0216000,-0.0216000
GJ 3293 d,GJ 3293,1,4,-1.658,0.114,-0.044,0,67.1484425,-25.1713396,20.1903000,0.0216000,-0.0216000
GJ 3293 e,GJ 3293,1,4,-1.658,0.114,-0.044,0,67.1484425,-25.1713396,20.1903000,0.0216000,-0.0216000
GJ 3323 b,GJ 3323,1,2,-2.569,0.537,-1.431,0,75.4868824,-6.9485133,5.3748400,0.0017200,-0.0017200
GJ 3323 c,GJ 3323,1,2,-2.569,0.537,-1.431,0,75.4868824,-6.9485133,5.3748400,0.0017200,-0.0017200
GJ 3341 b,GJ 3341,1,1,-1.538,,,0,78.9471415,-31.2948458,23.6190000,0.0291000,-0.0290000
GJ 338 B b,GJ 338 B,2,1,-1.101,0.017,-0.017,0,138.5916722,52.6835211,6.3325600,0.0016700,-0.0016800
GJ 3470 b,GJ 3470,1,1,-1.538,0.029,-0.031,0,119.7735021,15.3912090,29.4214000,0.0508000,-0.0507000
GJ 3473 b,GJ 3473,2,2,-1.824,0.005,-0.006,0,120.5936065,3.3371629,27.3644000,0.0376000,-0.0376000
GJ 3473 c,GJ 3473,2,2,-1.824,0.005,-0.006,0,120.5936065,3.3371629,27.3644000,0.0376000,-0.0376000
GJ 3512 b,GJ 3512,1,2,-2.804,0.005,-0.006,0,130.3316616,59.4918364,9.4863700,0.0085700,-0.0085600
GJ 3512 c,GJ 3512,1,2,-2.804,0.005,-0.006,0,130.3316616,59.4918364,9.4863700,0.0085700,-0.0085600
GJ 357 b,GJ 357,1,3,-1.798,0.010,-0.010,0,144.0074644,-21.6650634,9.4418100,0.0051100,-0.0051100
GJ 357 c,GJ 357,1,3,-1.798,0.010,-0.010,0,144.0074644,-21.6650634,9.4418100,0.0051100,-0.0051100
GJ 357 d,GJ 357,1,3,-1.798,0.010,-0.010,0,144.0074644,-21.6650634,9.4418100,0.0051100,-0.0051100
GJ 3634 b,GJ 3634,1,1,-1.699,0.041,-0.046,0,164.6433493,-31.1443383,20.3779000,0.0316500,-0.0316500
GJ 367 b,GJ 367,1,3,-1.539,0.042,-0.043,0,146.1214640,-45.7790165,9.4126300,0.0028350,-0.0028350
GJ 367 c,GJ 367,1,3,-1.539,0.042,-0.043,0,146.1214640,-45.7790165,9.4126300,0.0028350,-0.0028350
GJ 367 d,GJ 367,1,3,-1.539,0.042,-0.043,0,146.1214640,-45.7790165,9.4126300,0.0028350,-0.0028350
GJ 3779 b,GJ 3779,1,1,-2.062,0.005,-0.006,0,200.7335358,24.4639425,13.7430000,0.0117000,-0.0116000
GJ 3929 b,GJ 3929,1,2,-1.963,0.019,-0.016,0,239.5775678,35.4081141,15.8095000,0.0096000,-0.0095000
GJ 3929 c,GJ 3929,1,2,-1.963,0.019,-0.016,0,239.5775678,35.4081141,15.8095000,0.0096000,-0.0095000
GJ 393 b,GJ 393,1,1,-1.571,0.009,-0.009,0,157.2288672,0.8378485,7.0314900,0.0024850,-0.0024850
GJ 3942 b,GJ 3942,1,1,-1.120,0.100,-0.100,0,242.2645452,52.9441443,16.9287000,0.0063500,-0.0063500
GJ 3988 b,GJ 3988,1,1,-2.395,0.002,-0.002,0,255.8503747,51.4089795,9.9105000,0.0041600,-0.0041600
GJ 3998 b,GJ 3998,1,2,-1.387,0.077,-0.094,0,259.0020507,11.0561751,18.1459000,0.0165000,-0.0165000
GJ 3998 c,GJ 3998,1,2,-1.387,0.077,-0.094,0,259.0020507,11.0561751,18.1459000,0.0165000,-0.0165000
GJ 411 b,GJ 411,1,2,-1.710,0.028,-0.030,0,165.8344710,35.9723170,5.6757730,0.0059099,-0.0059099
GJ 414 A b,GJ 414 A,2,2,-0.924,0.045,-0.050,0,167.7745044,30.4451688,11.8893000,0.0067000,-0.0067000
GJ 414 A c,GJ 414 A,2,2,-0.924,0.045,-0.050,0,167.7745044,30.4451688,11.8893000,0.0067000,-0.0067000
GJ 422 b,GJ 422,1,1,-1.959,,,0,168.9810458,-57.5425629,12.6631000,0.0072000,-0.0073000
GJ 4276 b,GJ 4276,1,1,-1.706,0.007,-0.007,0,336.3221454,59.4125030,21.3362000,0.0172000,-0.0172000
GJ 433 b,GJ 433,1,3,-1.699,,,0,173.8619194,-32.5436302,9.0645600,0.0036700,-0.0036700
GJ 433 c,GJ 433,1,3,-1.699,,,0,173.8619194,-32.5436302,9.0645600,0.0036700,-0.0036700
GJ 433 d,GJ 433,1,3,-1.475,0.092,-0.116,0,173.8619194,-32.5436302,9.0645600,0.0036700,-0.0036700
GJ 436 b,GJ 436,1,1,-1.585,0.023,-0.023,0,175.5505363,26.7030669,9.7532100,0.0089800,-0.0089600
GJ 463 b,GJ 463,1,1,-1.523,0.094,-0.119,0,185.7440496,64.0324311,18.3554000,0.0109000,-0.0109000
GJ 480 b,GJ 480,1,1,-1.612,0.097,-0.125,0,189.7134226,11.6950708,14.2358000,0.0151500,-0.0151500
GJ 486 b,GJ 486,1,1,-1.939,0.017,-0.018,0,191.9815310,9.7494181,8.0742600,0.0040950,-0.0040950
GJ 504 b,GJ 504,1,1,0.332,0.032,-0.032,0,199.1923480,9.4249781,17.5299000,0.0785000,-0.0778000
GJ 514 b,GJ 514,1,1,-1.367,0.083,-0.102,0,202.5040424,10.3725387,7.6177800,0.0031750,-0.0031750
GJ 536 b,GJ 536,1,1,-1.377,,,0,210.2597264,-2.6522901,10.4092000,0.0095500,-0.0095500
GJ 581 b,GJ 581,1,3,-1.885,0.096,-0.123,0,229.8564725,-7.7226935,6.2981000,0.0020950,-0.0020950
GJ 581 c,GJ 581,1,3,-1.885,0.096,-0.123,0,229.8564725,-7.7226935,6.2981000,0.0020950,-0.0020950
GJ 581 e,GJ 581,1,3,-1.885,0.096,-0.123,0,229.8564725,-7.7226935,6.2981000,0.0020950,-0.0020950
GJ 625 b,GJ 625,1,1,-1.894,0.170,-0.170,0,246.3557854,54.3033625,6.4724900,0.0011550,-0.0011550
GJ 649 b,GJ 649,1,1,-1.361,0.087,-0.087,0,254.5363221,25.7419719,10.3796000,0.0033500,-0.0033500
GJ 667 C b,GJ 667 C,3,5,-1.863,0.028,-0.030,0,259.7510609,-34.9977651,7.2439600,0.0048600,-0.0048500
GJ 667 C c,GJ 667 C,3,5,-1.863,0.028,-0.030,0,259.7510609,-34.9977651,7.2439600,0.0048600,-0.0048500
GJ 667 C e,GJ 667 C,3,5,-1.863,0.028,-0.030,0,259.7510609,-34.9977651,7.2439600,0.0048600,-0.0048500
GJ 667 C f,GJ 667 C,3,5,-1.863,0.028,-0.030,0,259.7510609,-34.9977651,7.2439600,0.0048600,-0.0048500
GJ 667 C g,GJ 667 C,3,5,-1.863,0.028,-0.030,0,259.7510609,-34.9977651,7.2439600,0.0048600,-0.0048500
GJ 674 b,GJ 674,1,1,-1.796,,,0,262.1700476,-46.8989826,4.5489600,0.0010150,-0.0010150
GJ 676 A b,GJ 676 A,2,4,-1.043,0.000,0.000,0,262.5448903,-51.6377777,16.0272000,0.0101000,-0.0101000
GJ 676 A c,GJ 676 A,2,4,-1.043,0.000,0.000,0,262.5448903,-51.6377777,16.0272000,0.0101000,-0.0101000
GJ 676 A d,GJ 676 A,2,4,-1.043,0.000,0.000,0,262.5448903,-51.6377777,16.0272000,0.0101000,-0.0101000
GJ 676 A e,GJ 676 A,2,4,-1.043,0.000,0.000,0,262.5448903,-51.6377777,16.0272000,0.0101000,-0.0101000
GJ 680 b,GJ 680,2,1,-1.514,0.092,-0.117,0,263.8072214,-48.6788427,9.6731500,0.0051350,-0.0051350
GJ 682 b,GJ 682,1,2,-2.699,,,0,264.2610245,-44.3232519,5.0067100,0.0021000,-0.0021000
GJ 682 c,GJ 682,1,2,-2.699,,,0,264.2610245,-44.3232519,5.0067100,0.0021000,-0.0021000
GJ 685 b,GJ 685,1,1,-1.253,0.094,-0.094,0,263.8960378,61.6793482,14.3155000,0.0081000,-0.0081000
GJ 687 b,GJ 687,1,2,-1.672,0.005,-0.005,0,264.1041731,68.3336741,4.5493900,0.0006800,-0.0006800
GJ 687 c,GJ 687,1,2,-1.672,0.005,-0.005,0,264.1041731,68.3336741,4.5493900,0.0006800,-0.0006800
GJ 720 A b,GJ 720 A,2,1,-1.217,0.096,-0.096,0,278.8294172,45.7456038,15.5575000,0.0061000,-0.0061000
GJ 724 b,GJ 724,1,1,-1.291,0.003,-0.003,0,280.2383650,-13.3824997,16.9658000,0.0140000,-0.0140000
GJ 740 b,GJ 740,1,1,-1.206,0.097,-0.097,0,284.4997178,5.9028670,11.1017000,0.0060500,-0.0060500
GJ 806 b,GJ 806,1,2,-1.585,0.002,-0.002,0,311.2697002,44.5002351,12.0445000,0.0043500,-0.0043500
GJ 806 c,GJ 806,1,2,-1.585,0.002,-0.002,0,311.2697002,44.5002351,12.0445000,0.0043500,-0.0043500
GJ 832 b,GJ 832,1,1,-1.585,,,0,323.3912616,-49.0125169,4.9643500,0.0010650,-0.0010650
GJ 849 b,GJ 849,1,2,-1.590,0.130,-0.130,0,332.4229938,-4.6408317,8.8005800,0.0036150,-0.0036150
GJ 849 c,GJ 849,1,2,-1.590,0.130,-0.130,0,332.4229938,-4.6408317,8.8005800,0.0036150,-0.0036150
GJ 86 b,GJ 86,2,1,-0.390,0.000,0.000,0,32.6224785,-50.8209945,10.7836000,0.0054000,-0.0053000
GJ 876 b,GJ 876,1,4,-1.907,,,0,343.3239737,-14.2665958,4.6751700,0.0016700,-0.0016700
GJ 876 c,GJ 876,1,4,-1.907,,,0,343.3239737,-14.2665958,4.6751700,0.0016700,-0.0016700
GJ 876 d,GJ 876,1,4,-1.907,,,0,343.3239737,-14.2665958,4.6751700,0.0016700,-0.0016700
GJ 876 e,GJ 876,1,4,-1.907,,,0,343.3239737,-14.2665958,4.6751700,0.0016700,-0.0016700
GJ 887 b,GJ 887,1,2,-1.434,0.045,-0.050,0,346.4668274,-35.8530693,3.2900000,0.0100000,-0.0100000
GJ 887 c,GJ 887,1,2,-1.434,0.045,-0.050,0,346.4668274,-35.8530693,3.2900000,0.0100000,-0.0100000
GJ 896 A b,GJ 896 A,2,1,-1.755,0.096,-0.124,0,352.9700384,19.9370011,6.2602200,0.0032650,-0.0032650
GJ 900 b,GJ 900 A,3,1,-0.921,0.200,-0.380,0,353.7526177,1.6055211,20.8065000,0.0357000,-0.0357000
GJ 9066 c,GJ 9066,1,1,-2.595,0.003,-0.003,0,30.0588307,13.0443172,4.4710000,0.0021500,-0.0021500
GJ 9404 b,GJ 9404,1,1,-1.000,0.380,-0.398,0,184.8472095,28.3827126,23.8839000,0.0254000,-0.0253000
GJ 96 b,GJ 96,1,1,-1.052,0.061,-0.072,0,35.5624031,47.8802075,11.9315000,0.0093000,-0.0093000
GJ 9689 b,GJ 9689,1,1,-1.200,0.090,-0.090,0,303.4677310,13.3888921,30.6203000,0.0418500,-0.0418500
GJ 9714 b,GJ 9714,1,1,-0.884,0.026,-0.030,0,315.4141767,-32.5250028,20.5121000,0.0247000,-0.0247000
GJ 9827 b,GJ 9827,1,3,-0.942,0.001,-0.001,0,351.7717763,-1.2853435,29.6610000,0.0543000,-0.0541000
GJ 9827 c,GJ 9827,1,3,-0.942,0.001,-0.001,0,351.7717763,-1.2853435,29.6610000,0.0543000,-0.0541000
GJ 9827 d,GJ 9827,1,3,-0.942,0.001,-0.001,0,351.7717763,-1.2853435,29.6610000,0.0543000,-0.0541000
GPX-1 b,GPX-1,1,1,0.727,0.031,-0.034,0,38.3691648,56.0257080,655.0130000,17.1020000,-16.2690000
GQ Lup b,GQ Lup,1,1,-0.072,0.006,-0.006,0,237.3003643,-35.6515055,151.1690000,1.0960000,-1.0810000
GSC 06214-00210 b,GSC 06214-00210,1,1,-0.420,0.080,-0.080,0,245.4776921,-20.7193398,108.5000000,0.5130000,-0.5080000
GU Psc b,GU Psc,1,1,-1.602,0.095,-0.121,0,18.1464850,17.0650029,47.5501000,0.1649000,-0.1638000
Gaia-1 b,Gaia-1,1,1,-0.159,0.023,-0.016,0,90.6436658,-0.5771099,363.6600000,3.0580000,-3.0080000
Gaia-2 b,Gaia-2,1,1,0.057,0.012,-0.015,0,110.7353308,67.2526565,209.2290000,1.1340000,-1.1210000
Gaia22dkvL b,Gaia22dkvL,1,1,,,,,151.7690000,-66.1808889,1270.0000000,430.0000000,-250.0000000
Gl 378 b,Gl 378,1,1,-1.222,0.067,-0.079,0,150.5865513,48.0824515,14.9545000,0.0072500,-0.0072500
Gl 49 b,Gl 49,2,1,-1.306,0.008,-0.008,0,15.6687321,62.3454386,9.8528000,0.0032800,-0.0032800
Gl 686 b,Gl 686,1,1,-1.530,0.011,-0.011,0,264.4764878,18.5959509,8.1572800,0.0023200,-0.0023200
Gliese 12 b,Gliese 12,1,1,-2.138,0.009,-0.009,0,3.9579137,13.5576175,12.2100000,0.0130500,-0.0130500
HAT-P-1 b,HAT-P-1,2,1,0.225,0.017,-0.027,0,344.4453632,38.6749190,158.9790000,0.9770000,-0.9650000
HAT-P-11 b,HAT-P-11,1,2,-0.567,0.013,-0.016,0,297.7101763,48.0818635,37.7647000,0.0337000,-0.0336000
HAT-P-11 c,HAT-P-11,1,2,-0.564,0.001,-0.001,0,297.7101763,48.0818635,37.7647000,0.0337000,-0.0336000
HAT-P-12 b,HAT-P-12,1,1,-0.678,0.040,-0.020,0,209.3886452,43.4933100,142.7510000,0.4530000,-0.4500000
HAT-P-13 b,HAT-P-13,1,2,0.346,0.057,-0.065,0,129.8823772,47.3519076,246.8100000,2.2280000,-2.1880000
HAT-P-13 c,HAT-P-13,1,2,0.346,0.057,-0.065,0,129.8823772,47.3519076,246.8100000,2.2280000,-2.1880000
HAT-P-14 b,HAT-P-14,2,1,0.644,0.023,-0.020,0,260.1161719,38.2421682,222.6630000,1.2570000,-1.2440000
HAT-P-15 b,HAT-P-15,1,1,0.000,0.045,-0.051,0,66.2481420,39.4606020,192.5160000,2.0530000,-2.0100000
HAT-P-16 b,HAT-P-16,3,1,0.294,0.046,-0.051,0,9.5730343,42.4630961,226.6370000,4.4710000,-4.3050000
HAT-P-17 b,HAT-P-17,1,2,-0.289,0.010,-0.010,0,324.5359781,30.4881882,92.3831000,0.4851000,-0.4802000
HAT-P-17 c,HAT-P-17,1,2,-0.289,0.010,-0.010,0,324.5359781,30.4881882,92.3831000,0.4851000,-0.4802000
HAT-P-18 b,HAT-P-18,1,1,-0.569,0.060,-0.070,0,256.3463760,33.0123251,161.4000000,0.6100000,-0.6050000
HAT-P-19 b,HAT-P-19,1,1,-0.485,0.016,-0.018,0,9.5165832,34.7114025,202.0780000,1.4710000,-1.4510000
HAT-P-2 b,HAT-P-2,1,2,0.530,0.080,-0.080,0,245.1514324,41.0479601,127.7740000,0.4250000,-0.4230000
HAT-P-2 c,HAT-P-2,1,2,0.640,0.002,-0.002,0,245.1514324,41.0479601,127.7740000,0.4250000,-0.4230000
HAT-P-20 b,HAT-P-20,1,1,-0.721,0.043,-0.048,0,111.9164295,24.3361185,71.0374000,0.1994000,-0.1983000
HAT-P-21 b,HAT-P-21,1,1,0.025,0.075,-0.071,0,171.2749348,41.0280207,277.2780000,3.2150000,-3.1440000
HAT-P-22 b,HAT-P-22,2,1,-0.114,0.048,-0.054,0,155.6814593,50.1287115,81.7647000,0.2505000,-0.2489000
HAT-P-23 b,HAT-P-23,1,1,0.199,0.059,-0.068,0,306.1239076,16.7621462,364.8130000,4.7720000,-4.6530000
HAT-P-24 b,HAT-P-24,2,1,0.408,0.050,-0.050,0,108.8251171,14.2626064,415.3440000,6.6360000,-6.4350000
HAT-P-25 b,HAT-P-25,1,1,-0.152,0.044,-0.045,0,48.4354731,25.1973548,300.3840000,4.3000000,-4.1820000
HAT-P-26 b,HAT-P-26,1,1,-0.359,0.016,-0.012,0,213.1565508,4.0594175,141.8370000,1.1520000,-1.1330000
HAT-P-27 b,HAT-P-27,2,1,-0.269,0.011,-0.015,0,222.7673221,5.9473626,199.1730000,1.4510000,-1.4300000
HAT-P-28 b,HAT-P-28,1,1,0.053,0.080,-0.066,0,13.0009159,34.7284020,401.3190000,5.5420000,-5.3950000
HAT-P-29 b,HAT-P-29,2,1,0.272,0.032,-0.051,0,33.1310921,51.7787754,313.5760000,4.4300000,-4.3100000
HAT-P-3 b,HAT-P-3,2,1,-0.360,0.050,-0.050,0,206.0940142,48.0285650,134.5540000,0.4800000,-0.4770000
HAT-P-30 b,HAT-P-30,2,1,0.312,0.048,-0.054,0,123.9498431,5.8368669,213.9850000,2.2170000,-2.1730000
HAT-P-31 b,HAT-P-31,1,1,0.433,0.019,-0.021,0,271.5376722,26.4266061,344.0500000,2.9130000,-2.8650000
HAT-P-32 b,HAT-P-32,2,1,0.338,0.019,-0.020,0,31.0427614,46.6878512,289.2050000,5.3550000,-5.1670000
HAT-P-33 b,HAT-P-33,2,1,0.618,0.036,,0,113.1842383,33.8350214,396.1100000,7.6470000,-7.3680000
HAT-P-34 b,HAT-P-34,1,1,0.600,0.027,-0.022,0,303.1954355,18.1047776,249.3250000,2.8040000,-2.7440000
HAT-P-35 b,HAT-P-35,3,1,0.383,0.023,-0.033,0,123.2507030,4.7870288,506.9650000,13.1930000,-12.5510000
HAT-P-36 b,HAT-P-36,1,1,0.022,0.019,-0.019,0,188.2662048,44.9153672,294.4190000,2.2690000,-2.2350000
HAT-P-37 b,HAT-P-37,1,1,-0.208,0.071,,0,284.2960393,51.2691212,390.5940000,2.7230000,-2.6860000
HAT-P-38 b,HAT-P-38,1,1,-0.208,0.100,,0,35.3834942,32.2460441,255.2060000,2.4730000,-2.4270000
HAT-P-39 b,HAT-P-39,2,1,0.607,0.055,,0,113.7582526,17.8300283,697.0040000,17.9380000,-17.0750000
HAT-P-4 b,HAT-P-4,2,1,0.431,0.062,,0,229.9912200,36.2295450,320.4510000,2.8520000,-2.8020000
HAT-P-40 b,HAT-P-40,1,1,0.778,0.047,,0,335.5129199,45.4573423,464.4690000,6.5370000,-6.3610000
HAT-P-41 b,HAT-P-41,2,1,0.628,0.044,,0,297.3226523,4.6724124,348.1850000,4.5290000,-4.4170000
HAT-P-42 b,HAT-P-42,1,1,0.356,0.075,-0.091,0,135.3443583,6.0970828,405.2380000,7.7790000,-7.4960000
HAT-P-43 b,HAT-P-43,1,1,0.060,0.018,-0.017,0,128.9256885,10.2065866,528.8250000,7.5870000,-7.3790000
HAT-P-44 b,HAT-P-44,1,2,-0.194,0.086,-0.058,0,213.1438604,47.0147826,347.8500000,2.2260000,-2.1990000
HAT-P-44 c,HAT-P-44,1,2,-0.194,0.086,-0.058,0,213.1438604,47.0147826,347.8500000,2.2260000,-2.1990000
HAT-P-45 b,HAT-P-45,1,1,0.400,0.108,-0.061,0,274.3732697,-3.3810594,298.6400000,6.0310000,-5.8010000
HAT-P-46 b,HAT-P-46,1,1,0.391,0.178,-0.096,0,270.4441831,-2.9709800,290.7360000,5.1100000,-4.9400000
HAT-P-49 b,HAT-P-49,1,1,0.814,0.066,-0.040,0,305.4413294,26.6926759,350.3510000,3.5520000,-3.4820000
HAT-P-5 b,HAT-P-5,1,1,0.187,0.064,-0.064,0,274.4055335,36.6214617,303.3360000,1.8120000,-1.7910000
HAT-P-50 b,HAT-P-50,1,1,0.603,0.039,-0.043,0,118.0634379,12.1393474,515.4580000,16.6960000,-15.6970000
HAT-P-51 b,HAT-P-51,1,1,-0.102,0.011,-0.012,0,21.0651251,32.8107000,440.0890000,8.1890000,-7.9010000
HAT-P-52 b,HAT-P-52,1,1,-0.305,0.050,-0.056,0,42.7217412,29.0222492,361.1550000,4.2875000,-4.2875000
HAT-P-53 b,HAT-P-53,1,1,0.217,0.059,-0.050,0,21.8711012,38.9681137,666.8020000,15.2760000,-14.6190000
HAT-P-54 b,HAT-P-54,1,1,-0.902,0.030,-0.032,0,99.8979924,25.4824005,143.6510000,0.5830000,-0.5790000
HAT-P-55 b,HAT-P-55,1,1,0.097,0.017,-0.016,0,264.2735096,25.7311468,511.3880000,3.6340000,-3.5850000
HAT-P-56 b,HAT-P-56,1,1,0.553,0.010,-0.010,0,100.8480137,27.2521823,320.6390000,5.6520000,-5.4630000
HAT-P-57 b,HAT-P-57,3,1,0.806,0.069,-0.082,0,274.7434180,10.5971968,279.8600000,3.2490000,-3.1760000
HAT-P-58 b,HAT-P-58,1,1,0.456,0.022,-0.023,0,68.8465093,56.8682691,515.5900000,12.7770000,-12.1840000
HAT-P-59 b,HAT-P-59,1,1,0.054,0.006,-0.006,0,292.4588212,62.5291892,265.4710000,1.3740000,-1.3600000
HAT-P-6 b,HAT-P-6,1,1,0.553,0.059,-0.056,0,354.7740917,42.4659866,275.3580000,3.6360000,-3.5450000
HAT-P-60 b,HAT-P-60,1,1,0.809,0.011,-0.012,0,28.2825719,52.0539209,233.2200000,2.6870000,-2.6270000
HAT-P-61 b,HAT-P-61,1,1,-0.115,0.017,-0.018,0,75.4801665,50.1311784,338.8400000,4.1490000,-4.0510000
HAT-P-62 b,HAT-P-62,1,1,0.091,0.018,-0.019,0,74.5043816,48.3008551,348.8150000,4.9510000,-4.8160000
HAT-P-63 b,HAT-P-63,1,1,-0.146,0.017,-0.017,0,269.5720695,5.7613709,403.4580000,3.9800000,-3.9040000
HAT-P-64 b,HAT-P-64,1,1,0.668,0.026,-0.016,0,68.9743955,2.4312732,651.8970000,15.4130000,-14.7280000
HAT-P-65 b,HAT-P-65,1,1,0.473,0.017,-0.018,0,315.9054895,11.9893675,738.5190000,19.9240000,-18.9220000
HAT-P-66 b,HAT-P-66,1,1,0.615,0.069,-0.051,0,150.5726262,53.9508237,935.4560000,24.3610000,-23.1770000
HAT-P-67 b,HAT-P-67,2,1,0.939,0.069,-0.045,0,256.6107279,44.7768849,371.6860000,3.5630000,-3.4970000
HAT-P-68 b,HAT-P-68,1,1,-0.779,0.016,-0.017,0,118.4831501,23.9382192,202.1520000,0.9530000,-0.9430000
